file_id,condition,replay_buffer_valid,empty_cavity_mean,dt_ns
2025-04-13_0308_Feedback_Run_NN_07_rep00009.h5,with_feedback,0,35.59333419799805,27340.0
2025-04-13_0308_Feedback_Run_NN_07_rep00010.h5,with_feedback,1,30.656665802001953,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00011.h5,with_feedback,0,31.773332595825195,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00012.h5,with_feedback,0,30.4233341217041,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00013.h5,with_feedback,0,34.483333587646484,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00014.h5,with_feedback,0,33.16666793823242,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00015.h5,with_feedback,1,34.53333282470703,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00016.h5,with_feedback,0,33.686668395996094,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00017.h5,with_feedback,1,32.606666564941406,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00018.h5,with_feedback,0,30.5766658782959,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00019.h5,with_feedback,0,30.899999618530273,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00020.h5,with_feedback,0,34.21666717529297,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00021.h5,with_feedback,1,32.57666778564453,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00022.h5,with_feedback,0,33.98666763305664,27340.0
2025-04-13_0308_Feedback_Run_NN_07_rep00023.h5,with_feedback,0,33.6966667175293,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00024.h5,with_feedback,0,33.029998779296875,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00025.h5,with_feedback,1,31.34000015258789,27360.0
2025-04-13_0308_Feedback_Run_NN_07_rep00026.h5,with_feedback,0,30.676666259765625,27360.0
