E_y,E_z,E_y_uK,E_z_uK,Transmission
1.1926926269999999e-26,1.5886665791639998e-26,863.8637532059197,1150.666519270285,0.9024641870598676
1.1926926269999999e-26,1.6316035137359998e-26,863.8637532059197,1181.7656143856982,0.9085838133603231
1.1926926269999999e-26,1.674540448308e-26,863.8637532059197,1212.8647095011113,0.9153716479768746
1.1926926269999999e-26,1.7174773828799996e-26,863.8637532059197,1243.9638046165244,0.9208466687547331
1.1926926269999999e-26,1.7604143174519997e-26,863.8637532059197,1275.0628997319375,0.9269797214914797
1.1926926269999999e-26,1.8033512520239997e-26,863.8637532059197,1306.1619948473506,0.9327927372984499
1.1926926269999999e-26,1.8462881865959998e-26,863.8637532059197,1337.2610899627634,0.9392331163761843
1.1926926269999999e-26,1.8892251211679998e-26,863.8637532059197,1368.3601850781768,0.9444478008535483
1.1926926269999999e-26,1.93216205574e-26,863.8637532059197,1399.4592801935898,0.9502817078036052
1.1926926269999999e-26,1.9750989903119997e-26,863.8637532059197,1430.5583753090027,0.9558297035140495
1.1926926269999999e-26,2.0180359248839997e-26,863.8637532059197,1461.657470424416,0.9619460941973612
1.1926926269999999e-26,2.0609728594559997e-26,863.8637532059197,1492.7565655398291,0.9669549953872425
1.1926926269999999e-26,2.1039097940279998e-26,863.8637532059197,1523.8556606552422,0.972525562133331
1.1926926269999999e-26,2.1468467285999998e-26,863.8637532059197,1554.9547557706553,0.978615528826669
